 ,Order,SubOrder,Binomial,Genus,epithet,valid (reptile database; February 2018),main biogeographic Realm,Latitude centroid (from Roll et al. 2017),Longitude centroid (from Roll et al. 2017),insular endemic,maximum SVL,female SVL,hatchling/neonate SVL,reproductive mode,clutch size,smallest clutch,largest clutch,smallest mean clutch size,largest mean clutch size,breeding age (months),youngest age at first breeding (months),oldest age at first breeding (months),Family,IUCN redlist assessment,Longevity,"ref for longevity (if animladiversity.org, just put 1, 2 for https://www.demogr.mpg.de/longevityrecords/)"
Reptilia,Squamata,Lacertilla,Liolaemus cuyanus,Liolaemus,cuyanus,yes,Neotropic,-31.72,-67.81,no,104.3,78.5,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus cuyumhue,Liolaemus,cuyumhue,yes,Neotropic,-38.2,-68.99,no,61.7,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,CR,,
Reptilia,Squamata,Lacertilla,Liolaemus cyaneinotatus,Liolaemus,cyaneinotatus,yes,Neotropic,-37.74,-68.91,no,59.2,49.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus cyanogaster,Liolaemus,cyanogaster,yes,Neotropic,-39.78,-72,no,71,59.8,24.5,Viviparous,"to 1o neonates (Pincheira-Donoso, pers. Comm. 8.6.2011)",7,10,7.5,7.5,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus darwinii,Liolaemus,darwinii,yes,Neotropic,-35.81,-66.65,no,69,55.3,NA,Oviparous,"mean 4.93 in Martori and Aun 2010, 4.9 in Pincheira-Donoso and Tregenza 2011, 2-8 eggs (Pincheira-Donoso, pers. Comm. 8.6.2011), means 5-5.2 (Mesquita et al. 2016)",2,8,4.9,5.2,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus diaguita,Liolaemus,diaguita,yes,Neotropic,-25.82,-65.69,no,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus dicktracyi,Liolaemus,dicktracyi,yes,Neotropic,-28.94,-67.66,no,92,NA,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,VU,,
Reptilia,Squamata,Lacertilla,Liolaemus disjunctus,Liolaemus,disjunctus,yes,Neotropic,-7.82,-78.05,no,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus ditadai,Liolaemus,ditadai,yes,Neotropic,-29.91,-64.57,no,95,59.4,NA,Oviparous,7.5 (Myhrvold et al. 2015),7,8,7.5,7.5,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus donosobarrosi,Liolaemus,donosobarrosi,yes,Neotropic,-37.48,-68.43,no,65,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus dorbignyi,Liolaemus,dorbignyi,yes,Neotropic,-25.85,-66.71,no,102,72.9,34,Viviparous,"up to 5 neonates (Pincheira-Donoso, pers. Comm. 8.6.2011)",4,5,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus duellmani,Liolaemus,duellmani,yes,Neotropic,-36.55,-69.77,no,83,82,NA,Viviparous,NA,2,2,NA,NA,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus dumerili,Liolaemus,dumerili,yes,Neotropic,-40.89,-68.06,no,80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus eleodori,Liolaemus,eleodori,yes,Neotropic,-29.32,-69.33,no,82,62.4,28.3,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus elongatus,Liolaemus,elongatus,yes,Neotropic,-39.47,-69.75,no,94.7,75.8,28.6,Viviparous,4.66 (Ibarguengoytia 2008),2,7,2.8,5,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus erguetae,Liolaemus,erguetae,yes,Neotropic,-22.28,-67.77,no,67,NA,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus erroneus,Liolaemus,erroneus,yes,Neotropic,-23.32,-67.81,no,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus escarchadosi,Liolaemus,escarchadosi,yes,Neotropic,-50.39,-70.8,no,91,79.6,NA,Viviparous,NA,3,3,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus espinozai,Liolaemus,espinozai,yes,Neotropic,-26.23,-66.22,no,62.8,56.5,NA,Viviparous,NA,2,3,2.5,2.5,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus etheridgei,Liolaemus,etheridgei,yes,Neotropic,-16.51,-71.28,no,70,NA,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus exploratorum,Liolaemus,exploratorum,yes,Neotropic,-46.64,-71.31,no,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus fabiani,Liolaemus,fabiani,yes,Neotropic,-23.23,-68.2,no,90.3,68.5,NA,Viviparous,NA,2,3,2.5,2.5,NA,NA,NA,Liolaemidae,EN,,
Reptilia,Squamata,Lacertilla,Liolaemus famatinae,Liolaemus,famatinae,yes,Neotropic,-28.8,-67.93,no,58,48.9,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,VU,,
Reptilia,Squamata,Lacertilla,Liolaemus fittkaui,Liolaemus,fittkaui,yes,Neotropic,-17.37,-65.75,no,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,NE,,
Reptilia,Squamata,Lacertilla,Liolaemus fitzgeraldi,Liolaemus,fitzgeraldi,yes,Neotropic,-32.37,-70.06,no,65,55.5,NA,Viviparous,"minimum 1 (Pincheira-Donoso, pers. Comm. 8.6.2011)",1,3,2.3,2.3,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus fitzingerii,Liolaemus,fitzingerii,yes,Neotropic,-46.45,-68.63,no,110,84.4,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus flavipiceus,Liolaemus,flavipiceus,yes,Neotropic,-36.05,-70.48,no,95.8,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus forsteri,Liolaemus,forsteri,yes,Neotropic,-16.37,-68.14,no,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,EN,,
Reptilia,Squamata,Lacertilla,Liolaemus foxi,Liolaemus,foxi,yes,Neotropic,-22.7,-68.26,no,82.9,76.1,NA,Viviparous,NA,4,4,4,4,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus frassinettii,Liolaemus,frassinettii,yes,Neotropic,-33.93,-70.96,no,91.1,71.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,VU,,
Reptilia,Squamata,Lacertilla,Liolaemus fuscus,Liolaemus,fuscus,yes,Neotropic,-33.25,-70.78,no,53.5,43,NA,Oviparous,"1-3 eggs (Pincheira-Donoso, pers. Comm. 8.6.2011), 2-3 (Demangel 2016)",1,3,2,2,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus gallardoi,Liolaemus,gallardoi,yes,Neotropic,-48.01,-70.71,no,92,80.5,NA,Viviparous,NA,2,4,3,3,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus gardeli,Liolaemus,gardeli,yes,Neotropic,-31.98,-55.52,no,50,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,NE,,
Reptilia,Squamata,Lacertilla,Liolaemus goetschi,Liolaemus,goetschi,yes,Neotropic,-40.72,-66.31,no,74.3,68.7,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus gracielae,Liolaemus,gracielae,yes,Neotropic,-28.65,-69.05,no,76.9,61.5,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus gracilis,Liolaemus,gracilis,yes,Neotropic,-38.16,-67.04,no,58.2,50.3,23.6,Oviparous,"1-6 eggs (Pincheira-Donoso, pers. Comm. 8.6.2011), 3-7, mean 4.75 (Vetga and Bellagamba 2004, Mesquita et al. 2016)",1,7,3.7,4.8,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus gravenhorstii,Liolaemus,gravenhorstii,yes,Neotropic,-34.12,-70.85,no,69,57.1,NA,Viviparous,"5-8 (Ibarguengoytia 2008), 5-6 (Demangel 2016)",5,8,6,6,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus griseus,Liolaemus,griseus,yes,Neotropic,-26.79,-65.75,no,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus grosseorum,Liolaemus,grosseorum,yes,Neotropic,-36.88,-68.19,no,56,49.4,24.6,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus gununakuna,Liolaemus,gununakuna,yes,Neotropic,-38.93,-69.64,no,97.5,85,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus hajeki,Liolaemus,hajeki,yes,Neotropic,-21.78,-68.42,no,72,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus halonastes,Liolaemus,halonastes,yes,Neotropic,-25.07,-67.63,no,71.8,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,Liolaemidae,VU,,
Reptilia,Squamata,Lacertilla,Liolaemus hatcheri,Liolaemus,hatcheri,yes,Neotropic,-48.46,-71.7,no,73,57.1,NA,Viviparous,NA,2,4,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus heliodermis,Liolaemus,heliodermis,yes,Neotropic,-26.76,-65.75,no,84,76.1,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus hellmichi,Liolaemus,hellmichi,yes,Neotropic,-22.49,-69.95,no,59.9,50,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,VU,,
Reptilia,Squamata,Lacertilla,Liolaemus hermannunezi,Liolaemus,hermannunezi,yes,Neotropic,-37.49,-71.22,no,71.4,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus huacahuasicus,Liolaemus,huacahuasicus,yes,Neotropic,-26.64,-65.78,no,76,61.6,26,unclear,"minimum 2 (Pincheira-Donoso, pers. Comm. 8.6.2011), 3-8 mean 5.35 (Pinilla 1991)",2,8,4.2,5.4,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus huayra,Liolaemus,huayra,yes,Neotropic,-26.38,-66.07,no,94.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus igneus,Liolaemus,igneus,yes,Neotropic,-17.89,-69.71,no,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,NE,,
Reptilia,Squamata,Lacertilla,Liolaemus inacayali,Liolaemus,inacayali,yes,Neotropic,-41.15,-68.93,no,75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus incaicus,Liolaemus,incaicus,yes,Neotropic,-13.44,-71.88,no,57.8,52.8,NA,NA,NA,4,6,5,5,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus insolitus,Liolaemus,insolitus,yes,Neotropic,-16.11,-72.77,no,65,61,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,EN,,
Reptilia,Squamata,Lacertilla,Liolaemus inti,Liolaemus,inti,yes,Neotropic,-25.09,-66.4,no,90.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus irregularis,Liolaemus,irregularis,yes,Neotropic,-24.01,-66.17,no,90,72.2,NA,Viviparous,"4-8 neonates (Pincheira-Donoso, pers. Comm. 8.6.2011)",4,8,5.4,5.4,"Cabezas-Cartes et al. 2015 (7 for males, 8 for females)",96,96,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus isabelae,Liolaemus,isabelae,yes,Neotropic,-26.5,-69.33,no,86,69.5,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,EN,,
Reptilia,Squamata,Lacertilla,Liolaemus islugensis,Liolaemus,islugensis,yes,Neotropic,-19.35,-68.7,no,70.3,63.1,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,NE,,
Reptilia,Squamata,Lacertilla,Liolaemus jamesi,Liolaemus,jamesi,yes,Neotropic,-19.38,-69.03,no,99.5,87.5,NA,Viviparous,"Pincheira-Donoso and Tregenza 2011, Ibarguengoytia 2008",4,7,4.8,6.4,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus janequeoae,Liolaemus,janequeoae,yes,Neotropic,-38.2,-71.73,no,69.6,67.9,NA,Viviparous,"2-3 (Troncoso-Palacios et al. 2016, n=2)",2,3,2.5,2.5,NA,NA,NA,Liolaemidae,NE,,
Reptilia,Squamata,Lacertilla,Liolaemus josei,Liolaemus,josei,yes,Neotropic,-36.02,-68.97,no,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus juanortizi,Liolaemus,juanortizi,yes,Neotropic,-23.67,-70.07,no,94.4,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus kingii,Liolaemus,kingii,yes,Neotropic,-47.31,-69.57,no,100,80.5,NA,Viviparous,"to 6 neonates (Pincheira-Donoso, pers. Comm. 8.6.2011)",2,6,3,4,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus kolengh,Liolaemus,kolengh,yes,Neotropic,-46.91,-71.86,no,62.4,62.4,NA,Viviparous,NA,3,5,3.2,3.2,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus koslowskyi,Liolaemus,koslowskyi,yes,Neotropic,-28.19,-67.03,no,82,59.8,22,Oviparous,"1-10, mean 5.57 (Martori and Aun 2010), 3-9, mean 4.2 (Aun and Martori 1998), means 4.2-5.57 (Mesquita et al. 2016)",1,10,4.2,5.6,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus kriegi,Liolaemus,kriegi,yes,Neotropic,-40.41,-70.24,no,115,99.8,36,Viviparous,Pincheira-Donoso and Tregenza 2011,4,4,4,4,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus laurenti,Liolaemus,laurenti,yes,Neotropic,-29.71,-67.37,no,73,52.1,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus lavillai,Liolaemus,lavillai,yes,Neotropic,-25.01,-66.07,no,64.5,57.2,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus leftrarui,Liolaemus,leftrarui,yes,Neotropic,-38.2,-71.75,no,81.8,64.4,NA,Viviparous,"1 (Troncoso-Palacios et al. 2016, n=2)",1,1,NA,NA,NA,NA,NA,Liolaemidae,NE,,
Reptilia,Squamata,Lacertilla,Liolaemus lemniscatus,Liolaemus,lemniscatus,yes,Neotropic,-35.78,-71.53,no,56,46.2,NA,Oviparous,Pincheira-Donoso and Tregenza 2011; 3-4 (Demangel 2016),3,5,4.5,4.5,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus lentus,Liolaemus,lentus,yes,Neotropic,-36.85,-67.18,no,69.8,67.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus leopardinus,Liolaemus,leopardinus,yes,Neotropic,-33.36,-70.39,no,98.2,87.3,40.1,Viviparous,"2-3 neonates, Pincheira-Donoso, pers. Comm. 8.6.2011; 2-4 (Santoyo-Brito et al. 2017)",2,4,NA,NA,NA,NA,NA,Liolaemidae,EN,,
Reptilia,Squamata,Lacertilla,Liolaemus lineomaculatus,Liolaemus,lineomaculatus,yes,Neotropic,-46.4,-70.06,no,68,55.5,25,Viviparous,Pincheira-Donoso and Tregenza 2011,2,6,3.1,4,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus loboi,Liolaemus,loboi,yes,Neotropic,-41,-71.27,no,72.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,EN,,
Reptilia,Squamata,Lacertilla,Liolaemus lonquimayensis,Liolaemus,lonquimayensis,yes,Neotropic,-38.39,-71.63,no,69.7,68.9,NA,Viviparous,"""about 2"" (Huerta et al. 2015)",2,2,NA,NA,NA,NA,NA,Liolaemidae,NE,,
Reptilia,Squamata,Lacertilla,Liolaemus lopezi,Liolaemus,lopezi,yes,Neotropic,-19.63,-68.63,no,66.5,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus lorenzmuelleri,Liolaemus,lorenzmuelleri,yes,Neotropic,-29.66,-70.09,no,107,80.4,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,EN,,
Reptilia,Squamata,Lacertilla,Liolaemus lutzae,Liolaemus,lutzae,yes,Neotropic,-22.92,-42.86,no,89,60.8,28.1,Oviparous,"1-4 (Winck and Rocha 2012), means 2.27-2.48 (Mesquita et al. 2016)",1,4,2.3,3,Halloy 2006: 12,12,12,Liolaemidae,VU,,
Reptilia,Squamata,Lacertilla,Liolaemus magellanicus,Liolaemus,magellanicus,yes,Neotropic,-50.65,-71.28,no,71,59.1,24,Viviparous,"Ibarguengoytia 2008 says 5.5 in one table, 2 in another; 3-4, mean 3.4 (Fernandez et al. 2015), Jaksic and Schwenk 1983 (3-8, mean 5.5)",2,9,2,6,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus maldonadae,Liolaemus,maldonadae,yes,Neotropic,-30.6,-70.46,no,85.6,66.7,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus manueli,Liolaemus,manueli,yes,Neotropic,-26.57,-70.36,no,60.7,49.3,29,Viviparous,approximately 3 (Demangel 2016),3,3,3,3,NA,NA,NA,Liolaemidae,EN,,
Reptilia,Squamata,Lacertilla,Liolaemus mapuche,Liolaemus,mapuche,yes,Neotropic,-39.54,-70.69,no,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus martorii,Liolaemus,martorii,yes,Neotropic,-40.75,-65.21,no,76.5,NA,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,VU,,
Reptilia,Squamata,Lacertilla,Liolaemus melaniceps,Liolaemus,melaniceps,yes,Neotropic,-29.41,-71.36,yes,103.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus melanogaster,Liolaemus,melanogaster,yes,Neotropic,-14.57,-74.11,no,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus melanopleurus,Liolaemus,melanopleurus,yes,Neotropic,NA,NA,no,70.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus melanops,Liolaemus,melanops,yes,Neotropic,-41.59,-66.76,no,99,70.3,NA,Oviparous,"to 10 eggs (Pincheira-Donoso, pers. Comm. 8.6.2011)",7,10,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus millcayac,Liolaemus,millcayac,yes,Neotropic,-32.18,-67.9,no,78.4,53.2,NA,Oviparous,7-8 (Abdala and Heredia 2013),7,8,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus molinai,Liolaemus,molinai,yes,Neotropic,-24.14,-67.4,no,70.7,NA,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus montanezi,Liolaemus,montanezi,yes,Neotropic,-29.54,-69.22,no,64,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus montanus,Liolaemus,montanus,yes,Neotropic,-28.1,-66.12,no,75,NA,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus monticola,Liolaemus,monticola,yes,Neotropic,-33.57,-70.66,no,89,66,NA,Oviparous,"3 (mean, chillanensis, Pincheira-Donoso and Tregenza 2011), 3-4 (Ibarguengoytia 2008, Demangel 2016), to 6 (Pincheira-Donoso, pers. Comm. 8.6.2011)",3,6,3,4.5,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus moradoensis,Liolaemus,moradoensis,yes,Neotropic,-33.79,-70.06,no,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,NE,,
Reptilia,Squamata,Lacertilla,Liolaemus morandae,Liolaemus,morandae,yes,Neotropic,-45.84,-69.7,no,62.1,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus morenoi,Liolaemus,morenoi,yes,Neotropic,-39.8,-70,no,88.4,77.8,NA,Oviparous,NA,5,5,5,5,NA,NA,NA,Liolaemidae,VU,,
Reptilia,Squamata,Lacertilla,Liolaemus multicolor,Liolaemus,multicolor,yes,Neotropic,-23.23,-65.97,no,84,74.8,NA,Viviparous,"6-8 neonates (Pincheira-Donoso, pers. Comm. 8.6.2011)",6,8,7,7,"""in the Argentinean Puna, at 3478 m asl, Liolaemus multicolor males mature at 12 years and females at 9 years"" , Cabezas-Cartes et al. 2015",108,144,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus multimaculatus,Liolaemus,multimaculatus,yes,Neotropic,-39.36,-60.81,no,72.3,59.8,27.9,Oviparous,"mean 4.2 (e.g., Mesquita et al. 2016)",3,7,4.2,4.2,NA,NA,NA,Liolaemidae,EN,,
Reptilia,Squamata,Lacertilla,Liolaemus neuquensis,Liolaemus,neuquensis,yes,Neotropic,-37.84,-71.12,no,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,DD,,
Reptilia,Squamata,Lacertilla,Liolaemus nigriceps,Liolaemus,nigriceps,yes,Neotropic,-25.67,-68.82,no,98,73.5,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,NE,,
Reptilia,Squamata,Lacertilla,Liolaemus nigrocoeruleus,Liolaemus,nigrocoeruleus,yes,Neotropic,-27.45,-70.84,no,56.1,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus nigromaculatus,Liolaemus,nigromaculatus,yes,Neotropic,-27.27,-70.61,no,93,62.5,NA,Oviparous,"3.09 (Ibarguengoytia 2008) to 6 (Pincheira-Donoso, pers. Comm. 8.6.2011)",3,6,3.1,3.1,<12 (Ibarguengoytia 2008),NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus nigroviridis,Liolaemus,nigroviridis,yes,Neotropic,-33.43,-70.63,no,88.4,61.5,NA,Viviparous,"Pincheira-Donoso and Tregenza 2011, 2 (Ibarguengoytia 2008 table 14.2), to 8 (Pincheira-Donoso, pers. Comm. 8.6.2011)",2,8,4.7,4.7,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus nitidus,Liolaemus,nitidus,yes,Neotropic,-32.73,-71.03,no,106,83,NA,Oviparous,"5-6 (Ibarguengoytia 2008), 4-12 (Pincheira-Donoso, pers. Comm. 8.6.2011)",4,12,8,8,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus occipitalis,Liolaemus,occipitalis,yes,Neotropic,-32.31,-52.17,no,71.5,53.2,NA,Oviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,VU,,
Reptilia,Squamata,Lacertilla,Liolaemus olongasta,Liolaemus,olongasta,yes,Neotropic,-30.81,-68.78,no,67,57.7,26,Oviparous,"3-4 from a mean of 3.2 in Martori and Aun 2010, 1-8 (Pincheira-Donoso, pers. Comm. 8.6.2011)",1,8,3.2,3.8,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus omorfi,Liolaemus,omorfi,yes,Neotropic,-24.13,-68.04,no,59.8,58.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,NE,,
Reptilia,Squamata,Lacertilla,Liolaemus orientalis,Liolaemus,orientalis,yes,Neotropic,-20.7,-65.99,no,100,NA,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus orko,Liolaemus,orko,yes,Neotropic,-27.51,-67.38,no,70.8,62.8,NA,Viviparous,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,LC,,
Reptilia,Squamata,Lacertilla,Liolaemus ornatus,Liolaemus,ornatus,yes,Neotropic,-21.79,-66.87,no,71.2,62.7,NA,Viviparous,"6-8 (Pincheira-Donoso, pers. Comm. 8.6.2011)",6,8,NA,NA,NA,NA,NA,Liolaemidae,LC,,
